Sequencia: 21; Ocorrência: 671 |  Processo concluido 
Sequencia: 22; Ocorrência: 665 |  Processo concluido 
Sequencia: 23; Ocorrência: 665 |  Processo concluido 
Sequencia: 24; Ocorrência: 736 |  Processo concluido 
Sequencia: 25; Ocorrência: 665 |  Processo concluido 
Sequencia: 26; Ocorrência: 731 |  Processo concluido 
Sequencia: 27; Ocorrência: 737 |  Processo concluido 
Sequencia: 28; Ocorrência: 665 |  Processo concluido 
Sequencia: 29; Ocorrência: 737 |  Processo concluido 
Sequencia: 30; Ocorrência: 722 |  Processo concluido 
Sequencia: 31; Ocorrência: 736 |  Processo concluido 
Sequencia: 32; Ocorrência: 447 |  Processo concluido 
Sequencia: 33; Ocorrência: 736 |  Processo concluido 
Sequencia: 34; Ocorrência: 731 |  Processo concluido 
Sequencia: 35; Ocorrência: 722 |  Processo concluido 
Sequencia: 36; Ocorrência: 666 |  Processo concluido 
Sequencia: 37; Ocorrência: 666 |  Processo concluido 
Sequencia: 38; Ocorrência: 722 |  Processo concluido 
Sequencia: 39; Ocorrência: 666 |  Processo concluido 
Sequencia: 40; Ocorrência: 666 |  Processo concluido 
Sequencia: 41; Ocorrência: 666 |  Processo concluido 
Sequencia: 42; Ocorrência: 666 |  Processo concluido 
Sequencia: 43; Ocorrência: 738 |  Processo concluido 
Sequencia: 44; Ocorrência: 738 |  Processo concluido 
Sequencia: 45; Ocorrência: 738 |  Processo concluido 
Sequencia: 46; Ocorrência: 738 |  Processo concluido 
Sequencia: 47; Ocorrência: 738 |  Processo concluido 
Sequencia: 48; Ocorrência: 738 |  Processo concluido 
Sequencia: 49; Ocorrência: 738 |  Processo concluido 
Sequencia: 50; Ocorrência: 738 |  Processo concluido 
Sequencia: 51; Ocorrência: 738 |  Processo concluido 
Sequencia: 52; Ocorrência: 738 |  Processo concluido 
Sequencia: 53; Ocorrência: 738 |  Processo concluido 
Sequencia: 54; Ocorrência: 738 |  Processo concluido 
Sequencia: 55; Ocorrência: 738 |  Processo concluido 
Sequencia: 56; Ocorrência: 666 |  Processo concluido 
Sequencia: 57; Ocorrência: 666 |  Processo concluido 
Sequencia: 58; Ocorrência: 712 |  Processo concluido 
Sequencia: 59; Ocorrência: 669 |  Processo concluido 
Sequencia: 60; Ocorrência: 669 |  Processo concluido 
Sequencia: 61; Ocorrência: 679 |  Processo concluido 
Sequencia: 62; Ocorrência: 736 |  Processo concluido 
Sequencia: 63; Ocorrência: 734 |  Processo concluido 
Sequencia: 64; Ocorrência: 679 |  Processo concluido 
Sequencia: 65; Ocorrência: 670 |  Processo concluido 
Sequencia: 66; Ocorrência: 670 |  Processo concluido 
Sequencia: 67; Ocorrência: 670 |  Processo concluido 
Sequencia: 68; Ocorrência: 678 |  Processo concluido 
Sequencia: 69; Ocorrência: 739 |  Processo concluido 
Sequencia: 70; Ocorrência: 739 |  Processo concluido 
Sequencia: 71; Ocorrência: 740 |  Processo concluido 
Sequencia: 72; Ocorrência: 678 |  Processo concluido 
Sequencia: 73; Ocorrência: 740 |  Processo concluido 
Sequencia: 74; Ocorrência: 740 |  Processo concluido 
Sequencia: 75; Ocorrência: 666 |  Processo concluido 
Sequencia: 76; Ocorrência: 740 |  Processo concluido 
Sequencia: 77; Ocorrência: 738 |  Processo concluido 
Sequencia: 78; Ocorrência: 738 |  Processo concluido 
Sequencia: 79; Ocorrência: 738 |  Processo concluido 
Sequencia: 80; Ocorrência: 738 |  Processo concluido 
Sequencia: 81; Ocorrência: 738 |  Processo concluido 
Sequencia: 82; Ocorrência: 738 |  Processo concluido 
Sequencia: 83; Ocorrência: 741 |  Processo concluido 
Sequencia: 84; Ocorrência: 738 |  Processo concluido 
Sequencia: 85; Ocorrência: 738 |  Processo concluido 
Sequencia: 86; Ocorrência: 738 |  Processo concluido 
Sequencia: 87; Ocorrência: 738 |  Processo concluido 
Sequencia: 88; Ocorrência: 738 |  Processo concluido 
Sequencia: 89; Ocorrência: 738 |  Processo concluido 
Sequencia: 90; Ocorrência: 738 |  Processo concluido 
Sequencia: 91; Ocorrência: 738 |  Processo concluido 
Sequencia: 92; Ocorrência: 739 |  Processo concluido 
Sequencia: 93; Ocorrência: 739 |  Processo concluido 
Sequencia: 94; Ocorrência: 666 |  Processo concluido 
Sequencia: 95; Ocorrência: 666 |  Processo concluido 
Sequencia: 96; Ocorrência: 738 |  Processo concluido 
Sequencia: 97; Ocorrência: 666 |  Processo concluido 
Sequencia: 98; Ocorrência: 666 |  Processo concluido 
Sequencia: 99; Ocorrência: 741 |  Processo concluido 
Sequencia: 100; Ocorrência: 738 |  Processo concluido 
Sequencia: 101; Ocorrência: 738 |  Processo concluido 
Sequencia: 102; Ocorrência: 738 |  Processo concluido 
Sequencia: 103; Ocorrência: 666 |  Processo concluido 
Sequencia: 104; Ocorrência: 738 |  Processo concluido 
Sequencia: 105; Ocorrência: 666 |  Processo concluido 
Sequencia: 106; Ocorrência: 667 |  Processo concluido 
Sequencia: 107; Ocorrência: 741 |  Processo concluido 
Sequencia: 108; Ocorrência: 667 |  Processo concluido 
Sequencia: 109; Ocorrência: 667 |  Processo concluido 
Sequencia: 110; Ocorrência: 667 |  Processo concluido 
Sequencia: 111; Ocorrência: 667 |  Processo concluido 
Sequencia: 112; Ocorrência: 742 |  Processo concluido 
Sequencia: 113; Ocorrência: 733 |  Processo concluido 
Sequencia: 114; Ocorrência: 674 |  Processo concluido 
Sequencia: 115; Ocorrência: 743 |  Processo concluido 
Sequencia: 116; Ocorrência: 743 |  Processo concluido 
Sequencia: 117; Ocorrência: 743 |  Processo concluido 
Sequencia: 118; Ocorrência: 743 |  Processo concluido 
Sequencia: 119; Ocorrência: 741 |  Processo concluido 
Sequencia: 120; Ocorrência: 741 |  Processo concluido 
Sequencia: 121; Ocorrência: 743 |  Processo concluido 
Sequencia: 122; Ocorrência: 743 |  Processo concluido 
Sequencia: 123; Ocorrência: 670 |  Processo concluido 
Sequencia: 124; Ocorrência: 674 |  Processo concluido 
Sequencia: 125; Ocorrência: 744 |  Processo concluido 
Sequencia: 126; Ocorrência: 744 |  Processo concluido 
